"turmas";"especie";"tipo";"value"
11;"aves";"exotica";1
11;"aves";"exotica";1
11;"aves";"exotica";0
12;"aves";"exotica";1
12;"aves";"exotica";1
12;"aves";"exotica";1
12;"aves";"exotica";1
12;"aves";"exotica";1
12;"aves";"exotica";1
12;"aves";"exotica";1
12;"aves";"exotica";0
12;"aves";"exotica";1
12;"aves";"exotica";1
12;"aves";"exotica";1
12;"aves";"exotica";1
12;"aves";"exotica";1
12;"aves";"exotica";1
12;"aves";"exotica";1
12;"aves";"exotica";1
12;"aves";"exotica";1
12;"aves";"exotica";1
12;"aves";"exotica";1
12;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";0
13;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";1
13;"aves";"exotica";0
13;"aves";"exotica";1
14;"aves";"exotica";0
14;"aves";"exotica";1
14;"aves";"exotica";1
14;"aves";"exotica";1
14;"aves";"exotica";1
14;"aves";"exotica";1
14;"aves";"exotica";1
14;"aves";"exotica";1
14;"aves";"exotica";1
14;"aves";"exotica";1
14;"aves";"exotica";1
14;"aves";"exotica";1
14;"aves";"exotica";1
14;"aves";"exotica";0
14;"aves";"exotica";0
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";0
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";0
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";1
15;"aves";"exotica";0
15;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";1
16;"aves";"exotica";0
16;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";0
17;"aves";"exotica";0
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";0
17;"aves";"exotica";0
17;"aves";"exotica";0
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";0
17;"aves";"exotica";1
17;"aves";"exotica";0
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";0
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
17;"aves";"exotica";1
1;"invertebrado";"exotica";1
1;"invertebrado";"exotica";1
1;"invertebrado";"exotica";1
1;"invertebrado";"exotica";1
1;"invertebrado";"exotica";0
1;"invertebrado";"exotica";0
1;"invertebrado";"exotica";0
1;"invertebrado";"exotica";0
1;"invertebrado";"exotica";0
1;"invertebrado";"exotica";0
1;"invertebrado";"exotica";0
1;"invertebrado";"exotica";1
1;"invertebrado";"exotica";0
1;"invertebrado";"exotica";1
2;"invertebrado";"exotica";1
2;"invertebrado";"exotica";0
2;"invertebrado";"exotica";1
2;"invertebrado";"exotica";1
2;"invertebrado";"exotica";1
2;"invertebrado";"exotica";1
2;"invertebrado";"exotica";1
2;"invertebrado";"exotica";1
2;"invertebrado";"exotica";1
2;"invertebrado";"exotica";1
2;"invertebrado";"exotica";0
2;"invertebrado";"exotica";1
2;"invertebrado";"exotica";1
2;"invertebrado";"exotica";1
2;"invertebrado";"exotica";1
2;"invertebrado";"exotica";1
2;"invertebrado";"exotica";0
2;"invertebrado";"exotica";1
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
3;"invertebrado";"exotica";0
4;"invertebrado";"exotica";0
4;"invertebrado";"exotica";1
4;"invertebrado";"exotica";0
4;"invertebrado";"exotica";1
4;"invertebrado";"exotica";1
4;"invertebrado";"exotica";0
4;"invertebrado";"exotica";1
4;"invertebrado";"exotica";0
4;"invertebrado";"exotica";1
4;"invertebrado";"exotica";0
4;"invertebrado";"exotica";0
4;"invertebrado";"exotica";1
4;"invertebrado";"exotica";1
4;"invertebrado";"exotica";1
4;"invertebrado";"exotica";0
4;"invertebrado";"exotica";0
4;"invertebrado";"exotica";0
4;"invertebrado";"exotica";0
5;"invertebrado";"exotica";1
5;"invertebrado";"exotica";1
5;"invertebrado";"exotica";1
5;"invertebrado";"exotica";1
5;"invertebrado";"exotica";1
5;"invertebrado";"exotica";1
5;"invertebrado";"exotica";0
5;"invertebrado";"exotica";1
5;"invertebrado";"exotica";1
5;"invertebrado";"exotica";1
5;"invertebrado";"exotica";1
5;"invertebrado";"exotica";1
5;"invertebrado";"exotica";1
5;"invertebrado";"exotica";1
5;"invertebrado";"exotica";1
5;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";0
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";0
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";0
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";0
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
6;"invertebrado";"exotica";1
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
7;"invertebrado";"exotica";0
8;"invertebrado";"exotica";0
8;"invertebrado";"exotica";0
8;"invertebrado";"exotica";0
8;"invertebrado";"exotica";1
8;"invertebrado";"exotica";1
8;"invertebrado";"exotica";1
8;"invertebrado";"exotica";0
8;"invertebrado";"exotica";1
8;"invertebrado";"exotica";0
8;"invertebrado";"exotica";0
8;"invertebrado";"exotica";0
8;"invertebrado";"exotica";0
8;"invertebrado";"exotica";1
8;"invertebrado";"exotica";0
8;"invertebrado";"exotica";0
8;"invertebrado";"exotica";0
8;"invertebrado";"exotica";1
8;"invertebrado";"exotica";1
8;"invertebrado";"exotica";0
8;"invertebrado";"exotica";0
8;"invertebrado";"exotica";1
8;"invertebrado";"exotica";1
8;"invertebrado";"exotica";0
8;"invertebrado";"exotica";0
8;"invertebrado";"exotica";1
8;"invertebrado";"exotica";0
8;"invertebrado";"exotica";0
9;"invertebrado";"exotica";1
9;"invertebrado";"exotica";1
9;"invertebrado";"exotica";1
9;"invertebrado";"exotica";1
9;"invertebrado";"exotica";1
9;"invertebrado";"exotica";1
9;"invertebrado";"exotica";1
9;"invertebrado";"exotica";1
9;"invertebrado";"exotica";0
9;"invertebrado";"exotica";1
9;"invertebrado";"exotica";1
9;"invertebrado";"exotica";1
9;"invertebrado";"exotica";0
9;"invertebrado";"exotica";0
9;"invertebrado";"exotica";0
9;"invertebrado";"exotica";1
9;"invertebrado";"exotica";0
9;"invertebrado";"exotica";1
9;"invertebrado";"exotica";1
9;"invertebrado";"exotica";0
9;"invertebrado";"exotica";1
9;"invertebrado";"exotica";0
9;"invertebrado";"exotica";1
10;"invertebrado";"exotica";1
10;"invertebrado";"exotica";1
10;"invertebrado";"exotica";1
10;"invertebrado";"exotica";1
10;"invertebrado";"exotica";1
10;"invertebrado";"exotica";1
10;"invertebrado";"exotica";1
10;"invertebrado";"exotica";1
10;"invertebrado";"exotica";1
10;"invertebrado";"exotica";1
10;"invertebrado";"exotica";1
10;"invertebrado";"exotica";1
10;"invertebrado";"exotica";0
10;"invertebrado";"exotica";0
10;"invertebrado";"exotica";0
10;"invertebrado";"exotica";0
10;"invertebrado";"exotica";0
10;"invertebrado";"exotica";0
10;"invertebrado";"exotica";0
10;"invertebrado";"exotica";0
10;"invertebrado";"exotica";0
10;"invertebrado";"exotica";0
11;"invertebrado";"exotica";1
11;"invertebrado";"exotica";1
11;"invertebrado";"exotica";1
11;"invertebrado";"exotica";1
11;"invertebrado";"exotica";0
11;"invertebrado";"exotica";1
11;"invertebrado";"exotica";0
11;"invertebrado";"exotica";1
11;"invertebrado";"exotica";1
11;"invertebrado";"exotica";1
11;"invertebrado";"exotica";1
11;"invertebrado";"exotica";0
11;"invertebrado";"exotica";0
11;"invertebrado";"exotica";1
11;"invertebrado";"exotica";1
11;"invertebrado";"exotica";1
11;"invertebrado";"exotica";0
11;"invertebrado";"exotica";1
11;"invertebrado";"exotica";0
11;"invertebrado";"exotica";1
11;"invertebrado";"exotica";1
11;"invertebrado";"exotica";1
11;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";0
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";1
12;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
13;"invertebrado";"exotica";0
14;"invertebrado";"exotica";1
14;"invertebrado";"exotica";0
14;"invertebrado";"exotica";0
14;"invertebrado";"exotica";1
14;"invertebrado";"exotica";0
14;"invertebrado";"exotica";1
14;"invertebrado";"exotica";0
14;"invertebrado";"exotica";0
14;"invertebrado";"exotica";0
14;"invertebrado";"exotica";0
14;"invertebrado";"exotica";0
14;"invertebrado";"exotica";0
14;"invertebrado";"exotica";1
14;"invertebrado";"exotica";0
14;"invertebrado";"exotica";0
15;"invertebrado";"exotica";0
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";0
15;"invertebrado";"exotica";0
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";0
15;"invertebrado";"exotica";0
15;"invertebrado";"exotica";0
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";1
15;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
16;"invertebrado";"exotica";1
17;"invertebrado";"exotica";1
17;"invertebrado";"exotica";1
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";1
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";1
17;"invertebrado";"exotica";1
17;"invertebrado";"exotica";1
17;"invertebrado";"exotica";1
17;"invertebrado";"exotica";0
17;"invertebrado";"exotica";1
17;"invertebrado";"exotica";1
1;"mamifero";"exotica";1
1;"mamifero";"exotica";1
1;"mamifero";"exotica";1
1;"mamifero";"exotica";1
1;"mamifero";"exotica";1
1;"mamifero";"exotica";1
1;"mamifero";"exotica";1
1;"mamifero";"exotica";0
1;"mamifero";"exotica";1
1;"mamifero";"exotica";1
1;"mamifero";"exotica";0
1;"mamifero";"exotica";1
1;"mamifero";"exotica";1
1;"mamifero";"exotica";1
2;"mamifero";"exotica";1
2;"mamifero";"exotica";1
2;"mamifero";"exotica";1
2;"mamifero";"exotica";1
2;"mamifero";"exotica";1
2;"mamifero";"exotica";1
2;"mamifero";"exotica";0
2;"mamifero";"exotica";1
2;"mamifero";"exotica";1
2;"mamifero";"exotica";1
2;"mamifero";"exotica";0
2;"mamifero";"exotica";1
2;"mamifero";"exotica";1
2;"mamifero";"exotica";1
2;"mamifero";"exotica";1
2;"mamifero";"exotica";1
2;"mamifero";"exotica";1
2;"mamifero";"exotica";1
3;"mamifero";"exotica";1
3;"mamifero";"exotica";0
3;"mamifero";"exotica";1
3;"mamifero";"exotica";1
3;"mamifero";"exotica";1
3;"mamifero";"exotica";1
3;"mamifero";"exotica";1
3;"mamifero";"exotica";1
3;"mamifero";"exotica";1
3;"mamifero";"exotica";1
3;"mamifero";"exotica";1
3;"mamifero";"exotica";1
3;"mamifero";"exotica";1
3;"mamifero";"exotica";1
3;"mamifero";"exotica";1
3;"mamifero";"exotica";1
3;"mamifero";"exotica";1
3;"mamifero";"exotica";1
4;"mamifero";"exotica";1
4;"mamifero";"exotica";0
4;"mamifero";"exotica";1
4;"mamifero";"exotica";0
4;"mamifero";"exotica";1
4;"mamifero";"exotica";1
4;"mamifero";"exotica";0
4;"mamifero";"exotica";1
4;"mamifero";"exotica";1
4;"mamifero";"exotica";0
4;"mamifero";"exotica";0
4;"mamifero";"exotica";1
4;"mamifero";"exotica";0
4;"mamifero";"exotica";1
4;"mamifero";"exotica";1
4;"mamifero";"exotica";1
4;"mamifero";"exotica";1
4;"mamifero";"exotica";0
5;"mamifero";"exotica";1
5;"mamifero";"exotica";1
5;"mamifero";"exotica";1
5;"mamifero";"exotica";1
5;"mamifero";"exotica";1
5;"mamifero";"exotica";1
5;"mamifero";"exotica";1
5;"mamifero";"exotica";0
5;"mamifero";"exotica";1
5;"mamifero";"exotica";1
5;"mamifero";"exotica";1
5;"mamifero";"exotica";1
5;"mamifero";"exotica";1
5;"mamifero";"exotica";1
5;"mamifero";"exotica";1
5;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";0
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";0
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";0
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
6;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
7;"mamifero";"exotica";1
8;"mamifero";"exotica";0
8;"mamifero";"exotica";0
8;"mamifero";"exotica";1
8;"mamifero";"exotica";0
8;"mamifero";"exotica";0
8;"mamifero";"exotica";1
8;"mamifero";"exotica";0
8;"mamifero";"exotica";1
8;"mamifero";"exotica";0
8;"mamifero";"exotica";1
8;"mamifero";"exotica";0
8;"mamifero";"exotica";1
8;"mamifero";"exotica";0
8;"mamifero";"exotica";1
8;"mamifero";"exotica";0
8;"mamifero";"exotica";1
8;"mamifero";"exotica";1
8;"mamifero";"exotica";1
8;"mamifero";"exotica";1
8;"mamifero";"exotica";0
8;"mamifero";"exotica";0
8;"mamifero";"exotica";1
8;"mamifero";"exotica";0
8;"mamifero";"exotica";0
8;"mamifero";"exotica";0
8;"mamifero";"exotica";1
8;"mamifero";"exotica";0
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
9;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
10;"mamifero";"exotica";1
11;"mamifero";"exotica";1
11;"mamifero";"exotica";0
11;"mamifero";"exotica";0
11;"mamifero";"exotica";1
11;"mamifero";"exotica";0
11;"mamifero";"exotica";0
11;"mamifero";"exotica";1
11;"mamifero";"exotica";0
11;"mamifero";"exotica";0
11;"mamifero";"exotica";0
11;"mamifero";"exotica";1
11;"mamifero";"exotica";1
11;"mamifero";"exotica";1
11;"mamifero";"exotica";1
